"Sample_ID","Sample_ID_orig","Site_ID","Dataset_ID","Taxon","Group","Source_quality","Age_class","Material_type","Matrix","d2H","d2H.sd","d18O","d18O.sd","Sample_comments"
239,NA,105,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-65,0.56,NA,NA,NA
240,NA,114,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-67.7,0.56,NA,NA,NA
241,NA,129,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-65.5,0.56,NA,NA,NA
242,NA,130,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-37.6,0.56,NA,NA,NA
243,NA,116,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-56.1,0.56,NA,NA,NA
244,NA,116,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-59,0.56,NA,NA,NA
245,NA,131,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-54.8,0.56,NA,NA,NA
246,NA,46,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-77.2,0.56,NA,NA,NA
247,NA,46,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-84.3,0.56,NA,NA,NA
248,NA,46,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-64.6,0.56,NA,NA,NA
249,NA,132,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-67.9,0.56,NA,NA,NA
250,NA,42,2,"Oreothlypis celata","Passerine","known source",NA,"Feather","Keratin",-85.2,0.56,NA,NA,NA
251,NA,133,2,"Oreothlypis celata","Passerine","known source",NA,"Feather","Keratin",-165.9,0.56,NA,NA,NA
252,NA,134,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-84.2,0.56,NA,NA,NA
253,NA,134,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-53.5,0.56,NA,NA,NA
254,NA,134,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-68.3,0.56,NA,NA,NA
255,NA,134,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-81.3,0.56,NA,NA,NA
256,NA,135,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-102.4,0.56,NA,NA,NA
257,NA,136,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-109.6,0.56,NA,NA,NA
258,NA,38,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-87.5,0.56,NA,NA,NA
259,NA,137,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-87.9,0.56,NA,NA,NA
260,NA,38,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-84.4,0.56,NA,NA,NA
261,NA,137,2,"Junco hyemalis oregonus","Passerine","known source",NA,"Feather","Keratin",-122,0.56,NA,NA,NA
262,NA,45,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-61.5,0.56,NA,NA,NA
263,NA,106,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-46.9,0.56,NA,NA,NA
264,NA,20,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-56.2,0.56,NA,NA,NA
265,NA,138,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-58.5,0.56,NA,NA,NA
266,NA,139,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-52.3,0.56,NA,NA,NA
267,NA,106,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-69.5,0.56,NA,NA,NA
268,NA,140,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-57.1,0.56,NA,NA,NA
269,NA,109,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-57.5,0.56,NA,NA,NA
270,NA,141,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-56.8,0.56,NA,NA,NA
271,NA,19,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-60.8,0.56,NA,NA,NA
272,NA,138,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-75.6,0.56,NA,NA,NA
273,NA,139,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-62.1,0.56,NA,NA,NA
274,NA,142,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-46.8,0.56,NA,NA,NA
275,NA,57,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-81.9,0.56,NA,NA,NA
276,NA,102,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-48.8,0.56,NA,NA,NA
277,NA,143,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-53.3,0.56,NA,NA,NA
278,NA,143,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-59.7,0.56,NA,NA,NA
279,NA,23,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-78.9,0.56,NA,NA,NA
280,NA,144,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-58.7,0.56,NA,NA,NA
281,NA,109,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-64.6,0.56,NA,NA,NA
282,NA,109,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-67.9,0.56,NA,NA,NA
283,NA,145,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-67.2,0.56,NA,NA,NA
284,NA,46,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-61.7,0.56,NA,NA,NA
285,NA,146,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-58.3,0.56,NA,NA,NA
286,NA,146,2,"Seiurus aurocapilla","Passerine","known source",NA,"Feather","Keratin",-53.9,0.56,NA,NA,NA
287,NA,116,2,"Vireo olivaceus","Passerine","known source",NA,"Feather","Keratin",-66.3,0.56,NA,NA,NA
288,NA,24,2,"Vireo olivaceus","Passerine","known source",NA,"Feather","Keratin",-74.6,0.56,NA,NA,NA
289,NA,147,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-75,0.56,NA,NA,NA
290,NA,147,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-58.6,0.56,NA,NA,NA
291,NA,148,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-104.8,0.56,NA,NA,NA
292,NA,32,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-82.2,0.56,NA,NA,NA
293,NA,32,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-85.7,0.56,NA,NA,NA
294,NA,32,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-90,0.56,NA,NA,NA
295,NA,60,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-142.2,0.56,NA,NA,NA
296,NA,149,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-117.3,0.56,NA,NA,NA
297,NA,149,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-124.3,0.56,NA,NA,NA
298,NA,150,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-93.5,0.56,NA,NA,NA
299,NA,150,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-88.4,0.56,NA,NA,NA
300,NA,149,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-114.6,0.56,NA,NA,NA
301,NA,150,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-92.8,0.56,NA,NA,NA
302,NA,64,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-81.2,0.56,NA,NA,NA
303,NA,64,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-80.4,0.56,NA,NA,NA
304,NA,32,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-102.6,0.56,NA,NA,NA
305,NA,150,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-87.5,0.56,NA,NA,NA
306,NA,150,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-93.8,0.56,NA,NA,NA
307,NA,149,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-119.1,0.56,NA,NA,NA
308,NA,150,2,"Melospiza melodia","Passerine","known source",NA,"Feather","Keratin",-99.6,0.56,NA,NA,NA
309,NA,151,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-142.4,0.56,NA,NA,NA
310,NA,28,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-88.8,0.56,NA,NA,NA
311,NA,152,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-112.9,0.56,NA,NA,NA
312,NA,153,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-108.3,0.56,NA,NA,NA
313,NA,48,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-116.7,0.56,NA,NA,NA
314,NA,154,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-89.2,0.56,NA,NA,NA
315,NA,155,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-90.1,0.56,NA,NA,NA
316,NA,156,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-75.6,0.56,NA,NA,NA
317,NA,157,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-77.2,0.56,NA,NA,NA
318,NA,158,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-99.4,0.56,NA,NA,NA
319,NA,127,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-94.7,0.56,NA,NA,NA
320,NA,156,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-67,0.56,NA,NA,NA
321,NA,158,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-103.8,0.56,NA,NA,NA
322,NA,159,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-79.9,0.56,NA,NA,NA
323,NA,160,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-56.1,0.56,NA,NA,NA
324,NA,160,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-52.1,0.56,NA,NA,NA
325,NA,161,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-107.2,0.56,NA,NA,NA
326,NA,28,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-88.8,0.56,NA,NA,NA
327,NA,28,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-92.9,0.56,NA,NA,NA
328,NA,162,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-112.7,0.56,NA,NA,NA
329,NA,163,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-116.7,0.56,NA,NA,NA
330,NA,152,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-132.5,0.56,NA,NA,NA
331,NA,164,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-93.5,0.56,NA,NA,NA
332,NA,158,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-102.5,0.56,NA,NA,NA
333,NA,165,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-70.3,0.56,NA,NA,NA
334,NA,156,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-73.1,0.56,NA,NA,NA
335,NA,166,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-57,0.56,NA,NA,NA
336,NA,154,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-85.2,0.56,NA,NA,NA
337,NA,154,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-82.2,0.56,NA,NA,NA
338,NA,121,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-87.2,0.56,NA,NA,NA
339,NA,167,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-72.5,0.56,NA,NA,NA
340,NA,168,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-73.6,0.56,NA,NA,NA
341,NA,169,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-65,0.56,NA,NA,NA
342,NA,167,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-65.6,0.56,NA,NA,NA
343,NA,137,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-103.7,0.56,NA,NA,NA
344,NA,48,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-105.6,0.56,NA,NA,NA
345,NA,167,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-74.7,0.56,NA,NA,NA
346,NA,156,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-74.7,0.56,NA,NA,NA
347,NA,165,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-71.3,0.56,NA,NA,NA
348,NA,169,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-75.1,0.56,NA,NA,NA
349,NA,168,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-79,0.56,NA,NA,NA
350,NA,166,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-67.8,0.56,NA,NA,NA
351,NA,29,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-96.1,0.56,NA,NA,NA
352,NA,170,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-100.2,0.56,NA,NA,NA
353,NA,29,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-105.2,0.56,NA,NA,NA
354,NA,170,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-98.7,0.56,NA,NA,NA
355,NA,160,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-54,0.56,NA,NA,NA
356,NA,42,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-78.7,0.56,NA,NA,NA
357,NA,160,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-53.1,0.56,NA,NA,NA
358,NA,156,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-67.9,0.56,NA,NA,NA
359,NA,137,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-99.1,0.56,NA,NA,NA
360,NA,29,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-94.1,0.56,NA,NA,NA
361,NA,171,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-89,0.56,NA,NA,NA
362,NA,172,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-90.8,0.56,NA,NA,NA
363,NA,23,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-84.9,0.56,NA,NA,NA
364,NA,23,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-89.8,0.56,NA,NA,NA
365,NA,171,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-52.7,0.56,NA,NA,NA
366,NA,156,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-73.7,0.56,NA,NA,NA
367,NA,169,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-75.3,0.56,NA,NA,NA
368,NA,169,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-71,0.56,NA,NA,NA
369,NA,167,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-81.3,0.56,NA,NA,NA
370,NA,173,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-80.4,0.56,NA,NA,NA
371,NA,173,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-77.9,0.56,NA,NA,NA
372,NA,173,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-85.7,0.56,NA,NA,NA
373,NA,36,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-87.5,0.56,NA,NA,NA
374,NA,29,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-97.8,0.56,NA,NA,NA
375,NA,36,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-94.3,0.56,NA,NA,NA
376,NA,171,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-90.3,0.56,NA,NA,NA
377,NA,29,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-102.6,0.56,NA,NA,NA
378,NA,171,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-93.2,0.56,NA,NA,NA
379,NA,36,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-94.9,0.56,NA,NA,NA
380,NA,171,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-89,0.56,NA,NA,NA
381,NA,174,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-81.8,0.56,NA,NA,NA
382,NA,29,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-88.3,0.56,NA,NA,NA
383,NA,175,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-94.4,0.56,NA,NA,NA
384,NA,171,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-97.8,0.56,NA,NA,NA
385,NA,50,2,"Catharus ustulatus","Passerine","known source",NA,"Feather","Keratin",-108.1,0.56,NA,NA,NA
386,NA,19,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-55.2,0.56,NA,NA,NA
387,NA,176,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-51.1,0.56,NA,NA,NA
388,NA,177,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-56.4,0.56,NA,NA,NA
389,NA,138,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-57.9,0.56,NA,NA,NA
390,NA,178,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-59.3,0.56,NA,NA,NA
391,NA,26,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-97.2,0.56,NA,NA,NA
392,NA,26,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-101.1,0.56,NA,NA,NA
393,NA,26,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-94.4,0.56,NA,NA,NA
394,NA,26,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-94.4,0.56,NA,NA,NA
395,NA,146,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-58.6,0.56,NA,NA,NA
396,NA,49,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-67.9,0.56,NA,NA,NA
397,NA,49,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-55.8,0.56,NA,NA,NA
398,NA,26,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-85.1,0.56,NA,NA,NA
399,NA,46,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-58.3,0.56,NA,NA,NA
400,NA,46,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-60.9,0.56,NA,NA,NA
401,NA,146,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-65,0.56,NA,NA,NA
402,NA,146,2,"Catharus fuscescens","Passerine","known source",NA,"Feather","Keratin",-52.2,0.56,NA,NA,NA
403,NA,113,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-53.6,0.56,NA,NA,NA
404,NA,113,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-61.3,0.56,NA,NA,NA
405,NA,179,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-66.4,0.56,NA,NA,NA
406,NA,51,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-48.5,0.56,NA,NA,NA
407,NA,131,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-41.9,0.56,NA,NA,NA
408,NA,65,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-53.8,0.56,NA,NA,NA
409,NA,180,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-51.1,0.56,NA,NA,NA
410,NA,28,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-54.7,0.56,NA,NA,NA
411,NA,113,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-36.8,0.56,NA,NA,NA
412,NA,181,2,"Vireo griseus","Passerine","known source",NA,"Feather","Keratin",-59.8,0.56,NA,NA,NA
413,NA,182,2,"Cardellina pusilla","Passerine","known source",NA,"Feather","Keratin",-102,0.56,NA,NA,NA
414,NA,160,2,"Cardellina pusilla","Passerine","known source",NA,"Feather","Keratin",-71.8,0.56,NA,NA,NA
415,NA,183,2,"Cardellina pusilla","Passerine","known source",NA,"Feather","Keratin",-97.3,0.56,NA,NA,NA
416,NA,157,2,"Cardellina pusilla","Passerine","known source",NA,"Feather","Keratin",-74.7,0.56,NA,NA,NA
417,NA,164,2,"Cardellina pusilla","Passerine","known source",NA,"Feather","Keratin",-83.2,0.56,NA,NA,NA
418,NA,164,2,"Cardellina pusilla","Passerine","known source",NA,"Feather","Keratin",-95.5,0.56,NA,NA,NA
419,NA,153,2,"Cardellina pusilla","Passerine","known source",NA,"Feather","Keratin",-112,0.56,NA,NA,NA
420,NA,106,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-44.1,0.56,NA,NA,NA
421,NA,109,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-48.2,0.56,NA,NA,NA
422,NA,140,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-50.3,0.56,NA,NA,NA
423,NA,109,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-56.1,0.56,NA,NA,NA
424,NA,108,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-45.3,0.56,NA,NA,NA
425,NA,184,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-45.7,0.56,NA,NA,NA
426,NA,64,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-65.7,0.56,NA,NA,NA
427,NA,146,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-56.1,0.56,NA,NA,NA
428,NA,146,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-54.7,0.56,NA,NA,NA
429,NA,146,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-52.1,0.56,NA,NA,NA
430,NA,109,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-35.2,0.56,NA,NA,NA
431,NA,64,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-61.5,0.56,NA,NA,NA
432,NA,46,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-55.8,0.56,NA,NA,NA
433,NA,46,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-60.9,0.56,NA,NA,NA
434,NA,46,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-48.5,0.56,NA,NA,NA
435,NA,46,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-53.7,0.56,NA,NA,NA
436,NA,46,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-54.7,0.56,NA,NA,NA
437,NA,146,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-53.8,0.56,NA,NA,NA
438,NA,146,2,"Hylocichla mustelina","Passerine","known source",NA,"Feather","Keratin",-52.7,0.56,NA,NA,NA
